날짜,발표처,제목,웹주소
2016-07-22,한국안전방송,시·도교육청 자유학기제 운영 우수사례,=HYPERLINK("http://www.csbn.co.kr/news/article.html?no=12378")
2016-07-22,Il Resto del Carlino,Lugo apre al pubblico il nuovo SkatePark di via Colombo,=HYPERLINK("http://www.ilrestodelcarlino.it/ravenna/lugo-skatepark-1.2365591")
2016-07-22,뉴시스,서병수 시장 현안 해결·국비확보 직접 나선다,=HYPERLINK("http://www.newsis.com/ar_detail/view.html?ar_id=NISX20160722_0014239045&cID=10811&pID=10800")
2016-07-22,전자신문,[출연연 대개혁] 10억 미만 소형과제가 87%,=HYPERLINK("http://www.etnews.com/20160721000418")
2016-07-22,세종인터넷신문,제3회 IP SUMMIT 컨퍼런스 개최고부가가치 지식재산 창출을 위한 ...,=HYPERLINK("http://www.thesejong.tv/news/articleView.html?idxno=39222")
2016-07-22,이데일리,25개 출연硏 전국에 분원 64곳…8곳 중 1곳은 부실운영,=HYPERLINK("http://www.edaily.co.kr/news/newspath.asp?newsid=01262806612717144")
2016-07-22,보안뉴스,[보안·IT산업 동향] 인섹시큐리티 '디지털포렌식 세미나 2016' 개최 外,=HYPERLINK("http://www.boannews.com/media/view.asp?idx=51297&kind=4")
2016-07-22,서울경제,[핫이슈] 총수들 전장사업에 사활…LG는 글로벌 100대 부품사 '우뚝',=HYPERLINK("http://www.sedaily.com/NewsView/1KYYB7RSNM")
2016-07-22,아유경제,'서울~부산 16분 시대' 도래하나… UNIST 하이퍼루프 연구 '시동',=HYPERLINK("http://www.areyou.co.kr/news/articleView.html?idxno=19570")
2016-07-22,YTN,사람 청각·시각의 '25배'...5G 이동통신 시대 열렸다,=HYPERLINK("http://www.ytn.co.kr/_ln/0115_201607220503076410")
2016-07-22,YTN,사람의 사물 감지속도 보다 25배 빠른 이동통신 기술 개발,=HYPERLINK("http://www.ytn.co.kr/_ln/0115_201607221130268843")
2016-07-22,연합뉴스,미래부 북한 해킹 위협↑…범부처 대응 태세 강화,=HYPERLINK("http://www.yonhapnews.co.kr/bulletin/2016/07/22/0200000000AKR20160722063900017.HTML")
2016-07-22,SBS뉴스,[초대석] 최양희 미래부 장관 '창조경제혁신센터 3년 성과는?',=HYPERLINK("http://news.sbs.co.kr/news/endPage.do?news_id=N1003692535")
2016-07-22,이데일리,육군장병 미래부 주관 ICT 역량 평가서 전국 및 전군 1등 차지,=HYPERLINK("http://www.edaily.co.kr/news/newspath.asp?newsid=01866326612717144")
2016-07-22,시사매거진,출처 : 미래창조과학부,=HYPERLINK("http://www.sisamagazine.co.kr/news/articleView.html?idxno=46172")
2016-07-22,이데일리,SK-헬로비전 이혼도 쉽지 않네,=HYPERLINK("http://www.edaily.co.kr/news/NewsRead.edy?SCD=JE31&DCD=A00503&newsid=01102086612717144")
2016-07-22,특허와상표 (보도자료) (가입),정부 미래성장동력 분야 표준특허 확보 본격 추진,=HYPERLINK("http://kpaanews.or.kr/news/view.html?section=2&category=10&item=&no=2693")
2016-07-22,연합뉴스,스마트 농업의 메카…세종창조경제혁신센터 1주년(종합),=HYPERLINK("http://www.yonhapnews.co.kr/bulletin/2016/07/21/0200000000AKR20160721173951017.HTML")
2016-07-22,디지틀보사,대체감미료 '알룰로스' 비만 개선효과 규명,=HYPERLINK("https://www.bosa.co.kr/umap/sub.asp?news_pk=607114")
2016-07-22,보안뉴스,'정보보호 공시제도 가이드라인 잠정안' 배포된다,=HYPERLINK("http://www.boannews.com/media/view.asp?idx=51292&kind=2")
2016-07-22,아유경제,오는 10월부터 방송ㆍ통신 요금 실 지불액으로 표시,=HYPERLINK("http://www.areyou.co.kr/news/articleView.html?idxno=19566")
2016-07-22,데이터넷 (보도자료) (가입),제5회 TOPCIT 정기평가 성적우수자 시상식 열려,=HYPERLINK("http://www.datanet.co.kr/news/articleView.html?idxno=102161")
2016-07-22,전자신문,투데이이슈,=HYPERLINK("http://www.etnews.com/20160721000488")
2016-07-22,아시아경제,北 사이버공격 전년비 200% 증가…범정부 사이버 공격 대...,=HYPERLINK("http://www.asiae.co.kr/news/view.htm?idxno=2016072210073410594")
2016-07-22,디지털데일리,대표 한류 콘텐츠 'MAMA' 첫 UHD 해외 생중계 무산위기,=HYPERLINK("http://www.ddaily.co.kr/news/article.html?no=145572")
2016-07-22,대덕넷,스마트 디바이스 제작전문기업 협의회 출범,=HYPERLINK("http://www.hellodd.com/?md=news&mt=view&pid=58697")
2016-07-22,매일경제,스마트 농업의 메카…세종창조경제혁신센터 1주년,=HYPERLINK("http://news.mk.co.kr/newsRead.php?year=2016&no=525237")
2016-07-22,전라매일 (보도자료),“농생명소프트웨어융합클러스터”기업유치효과 톡톡,=HYPERLINK("http://www.jlmaeil.com/default/index_view_page.php?part_idx=181&idx=92765")
2016-07-22,에코타임스,최종편집 : 2016.7.22 금,=HYPERLINK("http://www.ecotiger.co.kr/news/articleView.html?idxno=17872")
2016-07-22,Newsprime,방송?통신 M&A 후폭풍…'유료방송발전방안'에 요구되는 것들,=HYPERLINK("http://www.newsprime.co.kr/news/article.html?no=343660&sec_no=74")
2016-07-22,전자신문,[`창업성지` 판교에 간 朴대통령]제4차 산업혁명 대응 `지능정보산업 ...,=HYPERLINK("http://www.etnews.com/20160721000360")
2016-07-22,전자신문,비자카드 해외 결제 수수료 한국만 인상,=HYPERLINK("http://www.etnews.com/20160721000488?m=1")
2016-07-22,오마이뉴스,6월 말~7월 초한반도에 무슨일 있었나,=HYPERLINK("http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002228522")
2016-07-22,부산일보,이통3사 유심칩 독점 유통 1173억 마진 남겼다,=HYPERLINK("http://news20.busan.com/controller/newsController.jsp?newsId=20160722000060")
2016-07-22,뉴시스,[장마감 후 공시]삼성전기 차세대 기판 신제품 개발 등에 2632억 투자 ...,=HYPERLINK("http://www.newsis.com/ar_detail/view.html?ar_id=NISX20160721_0014237039&cID=10401&pID=10400")
2016-07-22,연합뉴스,정몽규 대한축구협회장 엘리트·생활축구 '화학적 결합' 과제,=HYPERLINK("http://www.yonhapnews.co.kr/bulletin/2016/07/21/0200000000AKR20160721141600007.HTML")
2016-07-22,연합뉴스,은퇴선수협 스스로 복을 걷어차는가? 경각심 가져라,=HYPERLINK("http://www.yonhapnews.co.kr/bulletin/2016/07/21/0200000000AKR20160721145000007.HTML")
2016-07-22,매일경제,[CEO 심리학] 큰 성취 이룬 구성원이 두번 성공 못하는 이유,=HYPERLINK("http://news.mk.co.kr/newsRead.php?no=524690&year=2016")
2016-07-22,경인방송,2016년 7월 21일 경기모바일,=HYPERLINK("http://www.ifm.kr/post/41790")
2016-07-22,Techholic,엘론 머스크의 '10년 혁신 예고',=HYPERLINK("http://techholic.co.kr/archives/57589")
2016-07-22,서울신문,[관가 블로그] 정부 산하기관에 '비리 무관용 원칙 엄벌' 잇단 경고 속 ...,=HYPERLINK("http://www.seoul.co.kr/news/newsView.php?id=20160722012015")
2016-07-22,조선비즈,35개국 참여 사이버보안네트워크 통해 한국의 우수한 정보 보호 모델 ...,=HYPERLINK("http://biz.chosun.com/site/data/html_dir/2016/07/21/2016072101526.html")
2016-07-22,전자신문,`프로젝트 공화국.`,=HYPERLINK("http://www.etnews.com/20160721000390")
2016-07-22,한겨레,“이태양 첫 승부조작 성공에 2000만원 받았다”,=HYPERLINK("http://www.hani.co.kr/arti/sports/sports_general/753383.html")
2016-07-22,연합뉴스 (보도자료),보드게임으로 건전한 놀이문화 배운다,=HYPERLINK("http://m.yna.co.kr/kr/contents/?cid=MYH20160722005400038&site=0800000000")
2016-07-22,이데일리,[재송]21일 장 마감 후 주요 종목 뉴스,=HYPERLINK("http://ir.edaily.co.kr/news/NewsRead.asp?DirSet=IR&newsid=01285766612717144&startArrow=0&strPage=1&searchDate=")
2016-07-22,전자신문,`2016 통신품질평가` 막 올라···기가인터넷 정식 포함,=HYPERLINK("http://www.etnews.com/20160721000292")
2016-07-22,동양일보,최연소 배구 국가대표…제천산업고 임동혁 - 충북체육 유망주 시리즈,=HYPERLINK("http://www.dynews.co.kr/news/articleView.html?idxno=318008")
2016-07-22,머니투데이,'한강의 기적' 앞세워 전세계에 'K스마트시티' 짓는다,=HYPERLINK("http://www.mt.co.kr/view/mtview.php?type=1&no=2016072113361352451&outlink=1")
2016-07-22,Headline jeju,제주관광 질적성장 위한 저가패키지 개선방안은?,=HYPERLINK("http://www.headlinejeju.co.kr/?mod=news&act=articleView&idxno=281637")
2016-07-22,IT Daily,DB진흥원 '2016 글로벌 데이터 파트너십 프로그램' 개최,=HYPERLINK("http://itdaily.kr/news/articleView.html?idxno=79668")
2016-07-22,리서치미디어스,창조경제 '동북아 진출 허브' 인천창조경제혁신센터 1돌,=HYPERLINK("http://www.pollmedia.net/news/articleView.html?idxno=5191")
2016-07-22,Tour Korea,최치원 유적 있는 8개 지자체 '한류문화 개척'위해 뭉쳤다!,=HYPERLINK("http://www.tournews21.com/news/articleView.html?idxno=23622")
2016-07-22,머니투데이,[기자회견전문]정몽규 축구협회장 韓 축구 시스템을 바꾸겠다,=HYPERLINK("http://osen.mt.co.kr/article/G1110460326")
2016-07-22,Slownews,산업으로서의 인공지능과 기업·국가별 격차 심화,=HYPERLINK("http://slownews.kr/56114")
2016-07-22,뉴시스,프로야구 은퇴선수들 꿈 꾸는 후배들에게 부끄럽지 않은가,=HYPERLINK("http://www.newsis.com/ar_detail/view.html?ar_id=NISX20160721_0014236923&cID=10502&pID=10500")
2016-07-22,데일리뉴스  시사매거진CEO (보도자료),제주도 사진·UCC 공모전 수상작품 보러오세요,=HYPERLINK("http://www.edailynews.co.kr/news/article.html?no=14879")
2016-07-22,(주)공무원뉴스 (press release),영화 '71: 벨파스트의 눈물' 21일 개봉,=HYPERLINK("http://www.korea-news.com/news/articleView.html?idxno=54972")
2016-07-22,문화뉴스,[문화 人] '노래하는 사람'이고 싶다…뮤지컬 '올슉업' 제이민 인터뷰,=HYPERLINK("http://www.munhwanews.com/news/articleView.html?idxno=19617")
2016-07-22,머니투데이,장 마감 후 주요 공시-21일,=HYPERLINK("http://news.mt.co.kr/mtview.php?no=2016072208253229785&MNF")
2016-07-22,문화뉴스,[오늘의 미술 7.22] '제19회 부천국제만화축제',=HYPERLINK("http://www.munhwanews.com/news/articleView.html?idxno=19638")
2016-07-22,스포츠한국,제2의 류현진 추신수는? 전국 유소년 야구대회 경주서 개최,=HYPERLINK("http://sports.hankooki.com/lpage/baseball/201607/sp2016072118055057360.htm")
2016-07-22,비트허브,[반병희컬럼]실적의 포스코 회장 권오준 vs 체임버스 리더십과 혁신 ...,=HYPERLINK("http://www.bithub.co.kr/news/articleView.html?idxno=7033")
2016-07-22,영남일보,[이슈 경제인] 이슈경제인 마홍근 대석통상개발 대표,=HYPERLINK("http://www.yeongnam.com/mnews/newsview.do?mode=newsView&newskey=20160722.010120743180001")
2016-07-22,트래블뉴스와이어 TNW Travel NewsWire Korea (press release),순천 홍재희 대표 올해의 신지식농업인 영예,=HYPERLINK("http://tnewswire.com/133242")
2016-07-22,뉴스프라이데이,2016년 제3회 특수지계약집배원 채용 공고,=HYPERLINK("https://newsfriday.com/1549614/2016%EB%85%84-%EC%A0%9C3%ED%9A%8C-%ED%8A%B9%EC%88%98%EC%A7%80%EA%B3%84%EC%95%BD%EC%A7%91%EB%B0%B0%EC%9B%90-%EC%B1%84%EC%9A%A9-%EA%B3%B5%EA%B3%A0/")
2016-07-22,뉴스경남,사천시 항공 MRO사업 추진 '전력투구',=HYPERLINK("http://www.newsgn.com/sub_read.html?uid=132246&section=sc45")
2016-07-22,머니투데이,86그룹 막내의 '진심 정치'…교문위 넘어 미방위 간사로,=HYPERLINK("http://news.mt.co.kr/mtview.php?no=2016072114017629951")
2016-07-22,에너지경제신문,[EE칼럼] 심해저 '3대 광종' 확보에 부쳐,=HYPERLINK("http://www.ekn.kr/news/article.html?no=229130")
2016-07-22,헤럴드경제,작년 국내 빅데이터시장 30% 高성장세…인력수요 2018년 2.2배 증가,=HYPERLINK("http://news.heraldcorp.com/view.php?ud=20160722000011")
2016-07-22,디트뉴스24,국회분원?KTX세종역 '청신호' 켜질까?,=HYPERLINK("http://www.dtnews24.com/news/article.html?no=397675")
2016-07-22,매일경제,농협창조농업지원센터 개원…6차산업 전반 지원,=HYPERLINK("http://news.mk.co.kr/newsRead.php?year=2016&no=524013")
2016-07-22,경남신문,합천군 신선한 아이디어 없나요- 서희원(사회2부 부장),=HYPERLINK("http://www.knnews.co.kr/news/articleView.php?idxno=1186730")
2016-07-22,뉴스토마토,심상정 국회가 특수활동비 받으면 배임,=HYPERLINK("http://www.newstomato.com/ReadNews.aspx?no=674429")
2016-07-22,전국매일 인터넷 신문,소통,상생,협력,배려 사람을 위한 행정으로 '살맛나는 동작' 건설,=HYPERLINK("http://www.jeonmae.co.kr/news/view.html?section=100&category=154&item=&no=112468")
2016-07-22,데일리안,신화 김동완 미혼모 가정에 4600만원 기부,=HYPERLINK("http://dailian.co.kr/news/view/582343")
2016-07-22,국민일보,[세상만사-김재중],=HYPERLINK("http://news.kmib.co.kr/article/view.asp?arcid=0923591127&code=11171399&sid1=col&sid2=1399")
2016-07-22,군산미래신문,청소년자치연구소 청소년행복마을 조성사업 포럼,=HYPERLINK("http://www.kmrnews.com/ynews/ynews_view.php?code=NS04&pid=45056")
2016-07-22,환경TV,[7월22일 오늘의운세] 용띠 연예인 존박 “노동의 고통은 당신을 더욱 ...,=HYPERLINK("http://www.greenpostkorea.co.kr/news/article.html?no=64343")
2016-07-22,전민일보,'우깨' 청년들 진로 고민 '타파',=HYPERLINK("http://www.jeonmin.co.kr/news/articleView.html?idxno=154272")
2016-07-22,뉴스프라이데이,2016년 제7회 서인천우체국 주관 우정실무원 선발 계획 공고,=HYPERLINK("https://newsfriday.com/1549609/2016%EB%85%84-%EC%A0%9C7%ED%9A%8C-%EC%84%9C%EC%9D%B8%EC%B2%9C%EC%9A%B0%EC%B2%B4%EA%B5%AD-%EC%A3%BC%EA%B4%80-%EC%9A%B0%EC%A0%95%EC%8B%A4%EB%AC%B4%EC%9B%90-%EC%84%A0%EB%B0%9C-%EA%B3%84%ED%9A%8D/")
2016-07-22,뉴스프라이데이,통일부 장관과 함께 하는「통일공감 열린광장」,=HYPERLINK("https://newsfriday.com/1549603/%ED%86%B5%EC%9D%BC%EB%B6%80-%EC%9E%A5%EA%B4%80%EA%B3%BC-%ED%95%A8%EA%BB%98-%ED%95%98%EB%8A%94%E3%80%8C%ED%86%B5%EC%9D%BC%EA%B3%B5%EA%B0%90-%EC%97%B4%EB%A6%B0%EA%B4%91%EC%9E%A5%E3%80%8D/")
2016-07-22,데일리대구경북뉴스 (press release) (registration),예천군 예천세계곤충엑스포 손님 맞을 준비 완료,=HYPERLINK("http://www.dailydgnews.com/news/view?no=10776")
2016-07-22,데일리뉴스  시사매거진CEO (보도자료),건국대·삼육대·노원구와 함께 불암산공원을 녹색복지 특화공간으로 조성,=HYPERLINK("http://www.idailynews.co.kr/news/article.html?no=14887")
2016-07-22,프라임경북뉴스,의성군 미래지역발전「청년 아카데미」개최,=HYPERLINK("http://www.gbprimenews.com/news/articleView.html?idxno=32115")
2016-07-22,아시아경제,미래창조과학부,=HYPERLINK("http://www.asiae.co.kr/news/view.htm?idxno=2016072118294478440")
2016-07-22,Science Times,태양전지 성능 높인 신소재 개발,=HYPERLINK("http://www.sciencetimes.co.kr/?news=%ED%83%9C%EC%96%91%EC%A0%84%EC%A7%80-%EC%84%B1%EB%8A%A5-%EB%86%92%EC%9D%B8-%EC%8B%A0%EC%86%8C%EC%9E%AC-%EA%B0%9C%EB%B0%9C")
2016-07-22,경향신문,'통신서비스 지도' 통화·데이터 품질 한눈에,=HYPERLINK("http://biz.khan.co.kr/khan_art_view.html?artid=201607212210005&code=930201")
2016-07-22,세종인터넷신문,식도암의 진단과 치료를 동시에,=HYPERLINK("http://www.thesejong.tv/news/articleView.html?idxno=39221")
2016-07-22,연합뉴스,리퍼트 美대사 과학기술 협력으로 한미 동맹 굳건해져,=HYPERLINK("http://www.yonhapnews.co.kr/bulletin/2016/07/21/0200000000AKR20160721188200017.HTML")
2016-07-22,중앙일보,“배 만들려면 먼저 바다를 보게 하라” 판교 창조경제밸리 찾은 박 대통령,=HYPERLINK("http://news.joins.com/article/20343239")
2016-07-22,동아일보,이젠 백화점 VR쇼핑 시대,=HYPERLINK("http://economy.donga.com/home/3/0108/20160721/79326326/2")
2016-07-22,뉴시스,朴대통령 여름휴가 구상…개각 우병우 사드 해법 등,=HYPERLINK("http://www.newsis.com/ar_detail/view.html?ar_id=NISX20160722_0014239130&cID=10301&pID=10300")
2016-07-22,동아일보,[광화문에서/전승훈]'뽀로로GO'를 만든다고?,=HYPERLINK("http://news.donga.com/Main/3/all/20160722/79327458/1")
2016-07-22,경향신문,이통사 유심 알뜰폰보다 왜 3000원 비쌌나,=HYPERLINK("http://biz.khan.co.kr/khan_art_view.html?artid=201607211621001&code=930201")
2016-07-22,디오데오,세종창조경제혁신센터 출범 1주년…'스마트농업 메카',=HYPERLINK("http://www.diodeo.com/news/view/1714128")
2016-07-22,머니투데이,청소년 여름방학 과학체험 한마당 '2016주니어닥터' 25일 개막,=HYPERLINK("http://www.mt.co.kr/view/mtview.php?type=1&no=2016072209565760750&outlink=1")
2016-07-22,한국일보,김주수 의성군수 “전문가를 비전문가로 만든 것이 주효”,=HYPERLINK("https://www.hankookilbo.com/v/5c3220defb324b75a746e8a47ab3f953")
2016-07-22,한국경제,미국·일본서 먼저 알아본 K스타트업 1000만달러 '대박',=HYPERLINK("http://www.hankyung.com/news/app/newsview.php?aid=2016072139681")
2016-07-22,ZD넷 코리아,통신3사 2분기에도 활짝 웃었다 마케팅 자제-IPTV 가입자 상승 등으로 ...,=HYPERLINK("http://www.zdnet.co.kr/news/news_view.asp?artice_id=20160722113739&lo=z35")
2016-07-22,중앙일보,경기도 '개인정보 및 통신비밀 권리 증진 조례' 재의 요구,=HYPERLINK("http://news.joins.com/article/20341158")
2016-07-22,보안뉴스,[보안·IT산업 동향] 인섹시큐리티 '디지털포렌식 세미나 2016' 개최 外,=HYPERLINK("http://www.boannews.com/media/view.asp?idx=51297&kind=0")
2016-07-22,이데일리,세종대 물리천문학과 김현수 교수 중성미자 질량 차이 측정' 연구 기여,=HYPERLINK("http://www.edaily.co.kr/news/NewsRead.edy?newsid=02141846612717144&SCD=JE51&DCD=A00505")
2016-07-22,디지틀보사,인포테크 크레소티와 '이지스탬프' MOU,=HYPERLINK("https://www.bosa.co.kr/umap/sub.asp?news_pk=607128")
2016-07-22,동양뉴스통신,통신·유료방송 요금의 표시방식 개선,=HYPERLINK("http://www.dynews1.com/news/articleView.html?idxno=259954")
2016-07-22,전북교육신문,군산대 새만금창의융합센터 MAKE APP 교실,=HYPERLINK("http://jben.kr/liguard_bbs/view.php?code=li_news&number=9382")
2016-07-22,기호일보,도 도의회 '통신자료 수집 차단' 조례 재의 요구,=HYPERLINK("http://www.kihoilbo.co.kr/?mod=news&act=articleView&idxno=659376")
2016-07-22,주간현대,권오준 포스코 회장 '대한민국 최고과학기술인상',=HYPERLINK("http://hyundaenews.com/sub_read.html?uid=22895&section=&section2=")
2016-07-22,조선일보,김병관·김종훈·김학의·김명수·정성근·송광용…,=HYPERLINK("http://news.chosun.com/site/data/html_dir/2016/07/22/2016072200252.html")
2016-07-22,약업신문,바이오인프라 TV조선 2016 경영대상 혁신경영 대상 수상,=HYPERLINK("https://www.yakup.com/news/index.html?mode=view&nid=197878&cat=all&cat2=&kind=news")
2016-07-22,식품저널,'엑스선 식품조사기술 활성화' 심포지엄 개최,=HYPERLINK("http://www.foodnews.co.kr/news/articleView.html?idxno=59858")
2016-07-22,스포츠투데이,평창 올림픽 홍보관 리우 올림픽 기간 동안 운영,=HYPERLINK("http://stoo.asiae.co.kr/news/view.htm?idxno=2016072116014221715")
2016-07-22,헤럴드경제,[2016 대한민국 미래경영대상] '재능판매' 개척…공유경제 첨단 플랫폼 ...,=HYPERLINK("http://news.heraldcorp.com/view.php?ud=20160720000786")
2016-07-22,대구신문,'원해연' 재추진해야 할 이유,=HYPERLINK("http://www.idaegu.co.kr/news.php?mode=view&num=203138")
2016-07-22,아시아투데이,아이센스 10년간 실적 고공성장…해외진출로 '날개',=HYPERLINK("http://www.asiatoday.co.kr/view.php?key=20160721010010357")
2016-07-22,위키트리(wikitree),4개국 바이어 “한국 데이터 기업 만나러 왔어요”,=HYPERLINK("http://www.wikitree.co.kr/main/news_view.php?id=267942")
2016-07-22,전자신문,방송통신 `경쟁과 품격`,=HYPERLINK("http://www.etnews.com/20160721000380")
2016-07-22,경인방송,의정부시 여름방학 스토리텔링교실 운영,=HYPERLINK("http://www.ifm.kr/post/41595")
2016-07-22,디지털데일리,[취재수첩] SaaS 시대의 국내 SW기업들,=HYPERLINK("http://www.ddaily.co.kr/news/article.html?no=145578")
2016-07-22,미디어펜,[오늘의 인사] 7월 21일 신용보증기금 미래창조과학부 주택도시보증 ...,=HYPERLINK("http://www.mediapen.com/news/view/170154")
2016-07-22,미디어오늘,사드 전자파 유해 논란 해소 안 되는 이유는,=HYPERLINK("http://www.mediatoday.co.kr/?mod=news&act=articleView&idxno=131200")
2016-07-22,아시아경제,KT '케이블 상생案' 7개월째 깜깜,=HYPERLINK("http://www.asiae.co.kr/news/view.htm?sec=it5&idxno=2016072111384752718")
2016-07-22,연합뉴스,과학고 학생들 인명구조 드론 개발·로켓개발 벤처 창업,=HYPERLINK("http://www.yonhapnews.co.kr/society/2016/07/21/0706000000AKR20160721148800063.HTML")
2016-07-22,한국경제TV,[우리 동네 도서관에선] 국립어린이청소년도서관 등,=HYPERLINK("http://www.wowtv.co.kr/newscenter/news/view.asp?bcode=T32001000&wowcode=W014&artid=X20160721171740%20%20%20%20%20&compcode=HK")
2016-07-22,머니투데이,아이티센 자회사 굿센과 클라우드 SaaS 분야 진출,=HYPERLINK("http://news.mt.co.kr/mtview.php?no=2016072117215949453")
2016-07-22,매일경제,[사설] 벤처 3만개 시대 창업생태계 선순환 끌어내길,=HYPERLINK("http://news.mk.co.kr/newsRead.php?no=524640&year=2016")
2016-07-22,매일경제,당정청 혼돈·野공세에…朴 직접 원고 써가며 `초강수`,=HYPERLINK("http://news.mk.co.kr/newsRead.php?no=523914&year=2016")
2016-07-22,중도일보,대덕특구 내 기관장 선임 하반기에만 6건,=HYPERLINK("http://www.joongdo.co.kr/jsp/article/article_view.jsp?pq=201607212246")
2016-07-22,한국경제TV,김종덕 문화장관이 본 '포켓몬 고' 성공 핵심은…,=HYPERLINK("http://www.wowtv.co.kr/funfun/life/view.asp?artid=X20160721172411")
2016-07-22,NSP통신,[동정]송기석의원 국민의당 제6정책조정위원장으로 선임,=HYPERLINK("http://www.nspna.com/news/?mode=view&newsid=180576")
2016-07-22,국제신문,SKT 5G 기술 활용 아이디어 모읍니다,=HYPERLINK("http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0800&key=20160722.22016191817")
2016-07-22,뉴스경남,'2016 창원 전국지능 로봇경진대회'개최,=HYPERLINK("http://www.newsgn.com/sub_read.html?uid=132278&section=sc2&section2=")
2016-07-22,뉴스와이어 (보도자료),조달청 시설공사 설계심의분과위원 공정한 심사 결의,=HYPERLINK("http://www.newswire.co.kr/newsRead.php?no=831645")
2016-07-22,시사매거진,출처 : KBS 1TV <도전! K-스타트업 2016>,=HYPERLINK("http://www.sisamagazine.co.kr/news/articleView.html?idxno=46135")
2016-07-22,뉴스프라이데이,2016년 제3회 특수지계약집배원 채용 공고,=HYPERLINK("https://newsfriday.com/1549614/2016%EB%85%84-%EC%A0%9C3%ED%9A%8C-%ED%8A%B9%EC%88%98%EC%A7%80%EA%B3%84%EC%95%BD%EC%A7%91%EB%B0%B0%EC%9B%90-%EC%B1%84%EC%9A%A9-%EA%B3%B5%EA%B3%A0/")
2016-07-22,뉴스프라이데이,이선희 재활병원 기부금 전달식,=HYPERLINK("https://newsfriday.com/1549736/%E1%84%8B%E1%85%B5%E1%84%89%E1%85%A5%E1%86%AB%E1%84%92%E1%85%B4-%EC%9E%AC%ED%99%9C%EB%B3%91%EC%9B%90-%EA%B8%B0%EB%B6%80%EA%B8%88-%EC%A0%84%EB%8B%AC%EC%8B%9D/")
2016-07-22,경남연합일보,경남창조센터 지역 생활문화 청년 혁신가(팀) 모집,=HYPERLINK("http://www.gnynews.co.kr/news/articleView.html?idxno=232677")
2016-07-22,뉴스프라이데이,SBS [런닝맨] ? 24일(일) 예고,=HYPERLINK("https://newsfriday.com/1549634/sbs-%EB%9F%B0%EB%8B%9D%EB%A7%A8-24%EC%9D%BC%EC%9D%BC-%EC%98%88%EA%B3%A0/")
2016-07-22,서울Eye,트리플 '1000'… 아이디어 현실이 됐다,=HYPERLINK("http://eye.seoul.co.kr/news/newsView.php?id=20160722005017&section=current_affairs&sectionPage=current_affairs&spage=1")
2016-07-22,전자신문,[출연연 대개혁] 10억 미만 소형과제가 87%,=HYPERLINK("http://www.etnews.com/20160721000418")
2016-07-22,전자신문,`프로젝트 공화국.`,=HYPERLINK("http://www.etnews.com/20160721000390")
2016-07-22,전자신문,3년 임기 기관장 흔들리는 리더십·중장기 발전 힘들어,=HYPERLINK("http://www.etnews.com/20160721000389")
2016-07-22,이데일리,25개 출연硏 전국에 분원 64곳…8곳 중 1곳은 부실운영,=HYPERLINK("http://www.edaily.co.kr/news/newspath.asp?newsid=01262806612717144")
2016-07-22,대덕넷,Idea 좋다고 다 특허?···전문적 선행기술조사 먼저!,=HYPERLINK("http://www.hellodd.com/?md=news&mt=view&pid=58702")
2016-07-22,대덕넷,'기웃거리기' 그만···절벽 넘을 韓만의 프론티어 찾아라,=HYPERLINK("http://www.hellodd.com/?md=news&mt=view&pid=58699")
2016-07-22,중도일보,대덕특구 내 기관장 선임 하반기에만 6건,=HYPERLINK("http://www.joongdo.co.kr/jsp/article/article_view.jsp?pq=201607212246")
2016-07-18,공정거래위원회,공정위 SK텔레콤-CJ헬로비전 인수ㆍ합병 금지,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156359&amp;&amp;pp=10&amp;pg=4")
2016-07-18,관세청,한국-콜롬비아 자유무역협정(FTA) 운영지침 시행,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156362&amp;&amp;pp=10&amp;pg=1")
2016-07-18,관세청,「휴가철 안전 위해 수입용품 등」 특별단속 실시,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156363&amp;&amp;pp=10&amp;pg=2")
2016-07-18,교육부,제8차 사회관계장관회의 개최,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156350&amp;&amp;pp=10&amp;pg=2")
2016-07-18,국토교통부,‘달동네ㆍ쪽방촌 도시재생’ 탄력받는다,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156334&amp;&amp;pp=10&amp;pg=1")
2016-07-18,국토교통부,“차세대 물류혁신의 주인공”을 찾습니다!,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156332&amp;&amp;pp=10&amp;pg=1")
2016-07-18,국토교통부,캠핑카 10년새 20배 증가 차량소유는 남녀 모두 50대가 최대,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156333&amp;&amp;pp=10&amp;pg=2")
2016-07-18,국토교통부,“동계올림픽 성공적 개최 기반 마련”을 위한 국토부-평창동계올림픽조직위원회 업무협약 체결,=HYPERLINK("http://www.kdi.re.kr/policy/ep_view.jsp?idx=156373&amp;&amp;pp=10&amp;pg=2")
