날짜,발표처,제목,웹주소
2016-07-18,전라북도?고창군,농촌개발대학 미래농업리더과 9,10회차 교육,=HYPERLINK("http://www.korea.go.kr/locgovNews/848160?&amp;pageIndex=6")
2016-07-18,전라북도?순창군,위해식품 긴급 회수알림(해밀두부(두부)),=HYPERLINK("http://www.korea.go.kr/locgovNews/848002?&amp;pageIndex=14")
2016-07-18,제주특별자치도,“느네 조상들은 영 살았쩌”재일제주인 청소년 뿌리 찾기 나서,=HYPERLINK("http://www.korea.go.kr/locgovNews/848129?&amp;pageIndex=8")
2016-07-18,제주특별자치도,사진·UCC 공모전 수상작품 보러오세요!!,=HYPERLINK("http://www.korea.go.kr/locgovNews/848128?&amp;pageIndex=8")
2016-07-18,제주특별자치도,유해환경 꼼짝마!… 청소년 유해환경 집중단속 실시,=HYPERLINK("http://www.korea.go.kr/locgovNews/848127?&amp;pageIndex=8")
2016-07-18,제주특별자치도,복지 사각지대 찾아 ‘현지 해결형’ 사회복지 실현한다,=HYPERLINK("http://www.korea.go.kr/locgovNews/848126?&amp;pageIndex=8")
2016-07-18,제주특별자치도,여름철 폭염 홀로 사는 어르신 보호강화,=HYPERLINK("http://www.korea.go.kr/locgovNews/848125?&amp;pageIndex=9")
2016-07-18,제주특별자치도?서귀포시,발달장애인 공공후견지원사업 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/848159?&amp;pageIndex=6")
2016-07-18,제주특별자치도?서귀포시,2016 인구교육 전문강사 양성과정 교육생 모집 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/848157?&amp;pageIndex=6")
2016-07-18,제주특별자치도?서귀포시,생활권 주변 소나무재선충병 피해목(위험목) 제거 사업 시행 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848145?&amp;pageIndex=7")
2016-07-18,제주특별자치도?서귀포시,청소년수련시설 운영인력(청소년지도사 청소년성문화센터) 채용 재공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848144?&amp;pageIndex=8")
2016-07-18,충청남도,충남공익활동지원센터 직원 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/847924?&amp;pageIndex=16")
2016-07-18,충청남도?논산시,2016년 『논산시 여성자치대학』운영기관 공모 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848208?&amp;pageIndex=4")
2016-07-18,충청남도?서산시,제15회 서산해미읍성역사체험축제 행사기획 및 운영 용역 입찰 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848203?&amp;pageIndex=4")
2016-07-18,충청남도?서산시,2016년 농어촌의료서비스개선사업 골밀도 장비(BMD) 구입,=HYPERLINK("http://www.korea.go.kr/locgovNews/848202?&amp;pageIndex=4")
2016-07-18,충청북도,무예마스터십 성공개최 충북지구JC 업무협약,=HYPERLINK("http://www.korea.go.kr/locgovNews/848185?&amp;pageIndex=5")
2016-07-18,충청북도,이시종도지사 수해현장방문,=HYPERLINK("http://www.korea.go.kr/locgovNews/848184?&amp;pageIndex=5")
2016-07-18,충청북도,충북도 생산적 일자리에 많이 참여해 주세요~,=HYPERLINK("http://www.korea.go.kr/locgovNews/848183?&amp;pageIndex=5")
2016-07-18,충청북도?괴산군,용역수의견적제출안내공고(2016-248)-괴산군지역개발사업구역지정전략환경영향평가용역,=HYPERLINK("http://www.korea.go.kr/locgovNews/848052?&amp;pageIndex=12")
2016-07-18,충청북도?청주시,2016년 7월 18일 부여 예정 자가용 자동차 등록번호입니다,=HYPERLINK("http://www.korea.go.kr/locgovNews/848060?&amp;pageIndex=12")
2016-07-18,충청북도?청주시,8월 테마가 있는 엄마사랑듬뿍 이유식교실 운영 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/848059?&amp;pageIndex=12")
2016-07-19,고용노동부,보건관리전문기관 현황(16년 7월 19일 현재 기준 구.보건관리대행기관),=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848479?&amp;pageIndex=2")
2016-07-19,교육부,2016 교육(행정)기관 정보보호 컨퍼런스 개최,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848527?&amp;pageIndex=1")
2016-07-19,교육부,자살위험 등 고위험군 학생 정신의학적 지원 강화,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848526?&amp;pageIndex=1")
2016-07-19,교육부,「외국인학교 및 외국인유치원의 설립.운영에 관한 규정」개정안 국무회의 통과,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848525?&amp;pageIndex=1")
2016-07-19,농림축산식품부,온라인 정책토론(스마트 시설원예단지 조성방안) 실시 공고,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848524?&amp;pageIndex=1")
2016-07-19,문화체육관광부,한국문화예술교육진흥원 2016 꿈다락 토요문화학교 주말문화여행 프로그램 기획ㆍ운...,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848481?&amp;pageIndex=1")
2016-07-19,문화체육관광부,한국문화예술교육진흥원 꿈다락 토요문화학교 도서관 연계 프로그램 - 작은도서관 기...,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848480?&amp;pageIndex=2")
2016-07-19,정책브리핑,국방기술품질원 기술기획본부 창설 10주년 기념 국방기술기획 발전 세미나 개최,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848486?&amp;pageIndex=1")
2016-07-19,정책브리핑,대학졸업예정자도 직업훈련에 참여한다!,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848485?&amp;pageIndex=1")
2016-07-19,정책브리핑,조선업 특별고용지원업종으로 지정! 공단 장애인 고용부담금 납부연장 및 체납처분...,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848484?&amp;pageIndex=1")
2016-07-19,정책브리핑,2016 교육기관 정보보호 컨퍼런스 개최,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848483?&amp;pageIndex=1")
2016-07-19,정책브리핑,도심 속 한식문화로 즐기는 여름 나기,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/848482?&amp;pageIndex=1")
2016-07-19,강원도?강릉시,7. 19(화) 보도자료,=HYPERLINK("http://www.korea.go.kr/locgovNews/848372?&amp;pageIndex=5")
2016-07-19,강원도?홍천군,개간사업시행 계획 승인 고시(내면 율전리 산145번지 외 1필지),=HYPERLINK("http://www.korea.go.kr/locgovNews/848371?&amp;pageIndex=5")
2016-07-19,경기도?고양시,신축상가지역 담배소매인 지정신청 공고문,=HYPERLINK("http://www.korea.go.kr/locgovNews/848453?&amp;pageIndex=4")
2016-07-19,경기도?고양시,경기도 지정문화재 주변 3개소 현상변경 허용기준 조정(안) 작성에 따른 의견 청취,=HYPERLINK("http://www.korea.go.kr/locgovNews/848452?&amp;pageIndex=5")
2016-07-19,경기도?고양시,고양시 주민자치회 시범실시 주민자치회 위원 명단 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848451?&amp;pageIndex=5")
2016-07-19,경기도?의정부시,2016년 제3회 도로관리심의회 개최에 따른 사업계획서 제출기간 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848462?&amp;pageIndex=4")
2016-07-19,경기도?의정부시,공시 송달 공고 (추동근린공원 수용재결 관련),=HYPERLINK("http://www.korea.go.kr/locgovNews/848460?&amp;pageIndex=4")
2016-07-19,경기도?의정부시,의정부 도시계획시설[공간시설:공원(직동근린공원)]사업 실시계획인가(변경) 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/848459?&amp;pageIndex=4")
2016-07-19,경기도?이천시,모가면 주민자치학습센터 2016년 상반기 수입.지출내역 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848523?&amp;pageIndex=1")
2016-07-19,경기도?이천시,2016년 장호원읍 주민자치학습센터 상반기 수강료 수입지출내역 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848522?&amp;pageIndex=1")
2016-07-19,경기도?이천시,16 마장면 주민자치학습센터 상반기 수강료 수입.지출 내역 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848521?&amp;pageIndex=1")
2016-07-19,경기도?이천시,이천시민 누구나 받을수 있는 혜택!! 풍수해보험,=HYPERLINK("http://www.korea.go.kr/locgovNews/848520?&amp;pageIndex=1")
2016-07-19,경기도?이천시,주행형 불법주정차 단속 카메라 설치에 따른 행정예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848519?&amp;pageIndex=1")
2016-07-19,경기도?이천시,전통사찰 미륵암 방재시스템 구축용 CCTV설치 행정예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848518?&amp;pageIndex=1")
2016-07-19,경기도?이천시,2016년 생활방범 단독형 CCTV 설치 행정예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848517?&amp;pageIndex=2")
2016-07-19,경기도?이천시,이천시 산업융복합형 기업형임대주택 공급촉진지구지정을 위한 주민 열람 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848516?&amp;pageIndex=2")
2016-07-19,경기도?하남시,신규 주민등록증 발급 공고(1999년 6월생),=HYPERLINK("http://www.korea.go.kr/locgovNews/848375?&amp;pageIndex=5")
2016-07-19,경상남도?진주시,2016년 하반기 진주시 농업기금 융자시행계획 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848466?&amp;pageIndex=3")
2016-07-19,경상북도,경북 농어촌으로 ‘영어버스’ 달려간다,=HYPERLINK("http://www.korea.go.kr/locgovNews/848315?&amp;pageIndex=6")
2016-07-19,경상북도,야생동물과의 전쟁…경북도 ‘피해방지단’ 운영,=HYPERLINK("http://www.korea.go.kr/locgovNews/848314?&amp;pageIndex=6")
2016-07-19,경상북도?칠곡군,칠곡군 건강가정·다문화가족지원센터 위탁운영기관 모집 재공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848471?&amp;pageIndex=3")
2016-07-19,대구광역시?동구,이륜차 책임보험미가입 과태료 고지서 반송분에 대한 공시송달,=HYPERLINK("http://www.korea.go.kr/locgovNews/848458?&amp;pageIndex=4")
2016-07-19,대구광역시?동구,이륜차 책임보험미가입 과태료 고지서 반송분에 대한 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848457?&amp;pageIndex=4")
2016-07-19,대구광역시?동구,이륜차책임보험미가입 과태료 고지서 반송분에 대한 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848456?&amp;pageIndex=4")
2016-07-19,대구광역시?동구,전문건설업 신규등록 공고(유림건설),=HYPERLINK("http://www.korea.go.kr/locgovNews/848455?&amp;pageIndex=4")
2016-07-19,부산광역시?기장군,장애인전용주차구역위반 사전처분통지서 본부과고지서 체납통지서 압류예고통지서...,=HYPERLINK("http://www.korea.go.kr/locgovNews/848290?&amp;pageIndex=6")
2016-07-19,부산광역시?북구,부산광역시 북구 화명1동 주민자치위원회 고문 및 위원 인적사항 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848295?&amp;pageIndex=6")
2016-07-19,부산광역시?북구,불명자 공고 및 공시송달,=HYPERLINK("http://www.korea.go.kr/locgovNews/848294?&amp;pageIndex=6")
2016-07-19,부산광역시?북구,무단방치자전거 처리공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848293?&amp;pageIndex=6")
2016-07-19,부산광역시?북구,2016년 7월 자동차 의무보험 과태료 독촉고지서 송달불능자 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848292?&amp;pageIndex=6")
2016-07-19,부산광역시?북구,구포1지구(1단계) 지적재조사사업 완료에 따른 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848291?&amp;pageIndex=6")
2016-07-19,부산광역시?서구,재결서 정본 공시송달 공고(암남동 덕수빌라~송남빌라간 도로개설공사),=HYPERLINK("http://www.korea.go.kr/locgovNews/848288?&amp;pageIndex=7")
2016-07-19,부산광역시?서구,2016년 7월 자동차번호판 영치사전통지서 반송분 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848287?&amp;pageIndex=7")
2016-07-19,부산광역시?해운대구,주민자치회 프로그램 수강료 수입 및 지출내역 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848289?&amp;pageIndex=6")
2016-07-19,서울특별시,백남준기념관 조성사업 발대식 “헬로우 백남준”개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/848528?&amp;pageIndex=1")
2016-07-19,서울특별시?마포구,자원봉사가 함께하는 '공유서가' 홍보를 위한 '재능나눔 국악콘서트' 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/848472?&amp;pageIndex=3")
2016-07-19,서울특별시?성동구,자치화관 반기별 운영결과 보고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848474?&amp;pageIndex=2")
2016-07-19,서울특별시?성동구,주민자치위원회 위원 추가 위촉 사항 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848473?&amp;pageIndex=2")
2016-07-19,서울특별시?영등포구,석면비산 측정 결과 보고[(주)한강건설환경],=HYPERLINK("http://www.korea.go.kr/locgovNews/848374?&amp;pageIndex=5")
2016-07-19,서울특별시?영등포구,석면비산 측정 결과 보고[(주)지주산업개발],=HYPERLINK("http://www.korea.go.kr/locgovNews/848373?&amp;pageIndex=5")
2016-07-19,서울특별시?용산구,악성 체납자 꼼짝마! 지금 만나러 갑니다,=HYPERLINK("http://www.korea.go.kr/locgovNews/848467?&amp;pageIndex=3")
2016-07-19,울산광역시?남구,교통과태료체납자 채권(공탁금) 압류통지서 공시송달 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/848454?&amp;pageIndex=4")
2016-07-19,전라남도?여수시,여름철 에너지 절약 부문별 주요 실천사항,=HYPERLINK("http://www.korea.go.kr/locgovNews/848515?&amp;pageIndex=2")
2016-07-19,전라남도?여수시,2016년 제2차 예비사회적기업 신규지정 등 공모계획 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/848514?&amp;pageIndex=2")
2016-07-19,전라북도?고창군,고창군 명예군민증 수여 대상자 선발 요강,=HYPERLINK("http://www.korea.go.kr/locgovNews/848478?&amp;pageIndex=2")
2016-07-19,전라북도?고창군,제32회 고창군민의 장 수상후보자 선발 요강,=HYPERLINK("http://www.korea.go.kr/locgovNews/848477?&amp;pageIndex=2")
2016-07-19,전라북도?고창군,2016년 여름방학 초등학생 수영특강반 모집 및 운영 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/848476?&amp;pageIndex=2")
2016-07-19,전라북도?고창군,일본뇌염 경보 발령,=HYPERLINK("http://www.korea.go.kr/locgovNews/848475?&amp;pageIndex=2")
2016-07-19,전라북도?무주군,하계 공중화장실관리원 채용,=HYPERLINK("http://www.korea.go.kr/locgovNews/848469?&amp;pageIndex=3")
2016-07-19,전라북도?무주군,행락철 교통지동단속원 채용,=HYPERLINK("http://www.korea.go.kr/locgovNews/848468?&amp;pageIndex=3")
2016-07-19,전라북도?장수군,장수군 고향희망심기 국민디자인단 실무회의 가져,=HYPERLINK("http://www.korea.go.kr/locgovNews/848465?&amp;pageIndex=3")
2016-07-19,전라북도?장수군,장수군 산서면 기관단체 친선 족구대회,=HYPERLINK("http://www.korea.go.kr/locgovNews/848464?&amp;pageIndex=3")
2016-07-19,전라북도?장수군,장수군 계남면 대표경로당 복달임 행사 가져,=HYPERLINK("http://www.korea.go.kr/locgovNews/848463?&amp;pageIndex=3")
2016-07-19,전라북도?장수군,장수군 규제개혁 추진상황 점검회의 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/848461?&amp;pageIndex=4")
2016-07-19,전라북도?전주시,송천동 오송1길 외 1개소 오수관 개량공사 폐기물처리용역,=HYPERLINK("http://www.korea.go.kr/locgovNews/848470?&amp;pageIndex=3")
2016-07-19,충청북도,세계무예마스터십 조직위-대한체육회 업무협약 체결,=HYPERLINK("http://www.korea.go.kr/locgovNews/848531?&amp;pageIndex=1")
2016-07-19,충청북도,“ 아로니아 농식품 특허”실용화 나선다.,=HYPERLINK("http://www.korea.go.kr/locgovNews/848530?&amp;pageIndex=1")
2016-07-19,충청북도,충북도 강도 높은 대응으로 폭염피해 최소화 나서,=HYPERLINK("http://www.korea.go.kr/locgovNews/848529?&amp;pageIndex=1")
2016-07-19,충청북도,충북도 청주세계무예마스터십 지원 업무협약 체결,=HYPERLINK("http://www.korea.go.kr/locgovNews/848319?&amp;pageIndex=5")
2016-07-19,충청북도,피서철 물놀이 안전수칙 준수와 함께,=HYPERLINK("http://www.korea.go.kr/locgovNews/848318?&amp;pageIndex=5")
2016-07-19,충청북도,이시종 지사 “무예마스터십 반드시 성공대회로 개최해야”,=HYPERLINK("http://www.korea.go.kr/locgovNews/848317?&amp;pageIndex=5")
2016-07-19,충청북도,충북 저출산 극복 네트워크 협의회 발대식 개최 및 공동캠페인 실시,=HYPERLINK("http://www.korea.go.kr/locgovNews/848316?&amp;pageIndex=6")
2016-07-21,교육부,학원 과대.거짓 인터넷 광고 집중 모니터링 실시,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849566?&amp;pageIndex=1")
2016-07-21,교육부,시?도교육청 자유학기제 운영 우수사례,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849565?&amp;pageIndex=1")
2016-07-21,교육부,[참고자료]대학 강사제도 종합대책(시안) 발표 및 공청회 개최,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849564?&amp;pageIndex=1")
2016-07-21,교육부,이준식 부총리 전국시도교육감협의회 회장단 간담회 결과,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849563?&amp;pageIndex=1")
2016-07-21,산림청,[서부지방산림청] 2016년 경암근린공원 유아숲체험원 등록 공고,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849607?&amp;pageIndex=1")
2016-07-21,정책브리핑,산림청 정보화 용역사업 정보보안·청렴 서약식,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849374?&amp;pageIndex=1")
2016-07-21,정책브리핑,농식품부 급식업체와 협업으로 GAP 생산과 유통을 동시에 해결!,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849373?&amp;pageIndex=1")
2016-07-21,행정자치부,제71주년 광복절 나라사랑 태극기 달기 운동 추진,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849609?&amp;pageIndex=1")
2016-07-21,행정자치부,매립지 등이 속할 지방자치단체 결정 신청내용 공고,=HYPERLINK("http://www.korea.go.kr/ntnadmNews/849608?&amp;pageIndex=1")
2016-07-21,경기도?고양시,(재)고양시청소년재단 이사 감사 채용공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849604?&amp;pageIndex=1")
2016-07-21,경기도?고양시,행신3동 제30통 34통장 공개모집 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849539?&amp;pageIndex=5")
2016-07-21,경기도?고양시,주민등록신고지연자(무단전출)에 대한 직권조치 결과 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849538?&amp;pageIndex=5")
2016-07-21,경기도?고양시,도시계획시설(도로:중로2-186호선)항공대 연결도로 개설공사 구간 보상 계획 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849537?&amp;pageIndex=5")
2016-07-21,경기도?고양시,『제6회 고양시 공공디자인 공모전』개최 안내,=HYPERLINK("http://www.korea.go.kr/locgovNews/849536?&amp;pageIndex=5")
2016-07-21,경기도?수원시,수원시 지방공무원 특수업무수당 지급 조례 전부개정조례안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849605?&amp;pageIndex=1")
2016-07-21,경기도?수원시,수원시 장애인복지시설 수탁기관 선정 결과 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849603?&amp;pageIndex=1")
2016-07-21,경기도?수원시,공영주차장 CCTV설치를 위한 행정예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849601?&amp;pageIndex=2")
2016-07-21,경기도?안성시,2016년도 해외 선진 뿌리기술 연수 시행계획 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849552?&amp;pageIndex=4")
2016-07-21,경기도?안양시,경기도 원단 및 디자인개발 지원사업 신청,=HYPERLINK("http://www.korea.go.kr/locgovNews/849595?&amp;pageIndex=2")
2016-07-21,경기도?용인시,소액수의(용역)견적제출 안내공고[2016년 처인구 하천제초작업 용역(2차)],=HYPERLINK("http://www.korea.go.kr/locgovNews/849535?&amp;pageIndex=5")
2016-07-21,경기도?의왕시,「초평동 새말취락지구 도로개설 건설폐기물 처리 용역」소액수의 견적서 제출 안내...,=HYPERLINK("http://www.korea.go.kr/locgovNews/849598?&amp;pageIndex=2")
2016-07-21,경기도?의정부시,2020년 의정부 도시기본계획 최종 승인,=HYPERLINK("http://www.korea.go.kr/locgovNews/849557?&amp;pageIndex=3")
2016-07-21,경기도?의정부시,신곡1동 농산물 직거래장터 성료,=HYPERLINK("http://www.korea.go.kr/locgovNews/849556?&amp;pageIndex=3")
2016-07-21,경기도?의정부시,의정부 회룡로터리클럽 사랑의 쌀 기증,=HYPERLINK("http://www.korea.go.kr/locgovNews/849555?&amp;pageIndex=3")
2016-07-21,경기도?의정부시,의정부 새마을문고 권경철 회장 취임,=HYPERLINK("http://www.korea.go.kr/locgovNews/849554?&amp;pageIndex=4")
2016-07-21,경기도?하남시,하남도시공사 일용계약직 직원(사무보조) 공개경쟁 채용시험 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849562?&amp;pageIndex=3")
2016-07-21,경상남도?남해군,이동면 지역사회보장협의체 복지사각지대 해소 앞장,=HYPERLINK("http://www.korea.go.kr/locgovNews/849426?&amp;pageIndex=6")
2016-07-21,경상남도?남해군,남해군 청소년직업체험 프로그램 운영,=HYPERLINK("http://www.korea.go.kr/locgovNews/849425?&amp;pageIndex=6")
2016-07-21,경상남도?남해군,남해군 농업분야 주요업무 평가 및 간담회 개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/849424?&amp;pageIndex=6")
2016-07-21,경상남도?남해군,남해군 광역살포기 이용 친환경 벼 공동방제 실시,=HYPERLINK("http://www.korea.go.kr/locgovNews/849423?&amp;pageIndex=6")
2016-07-21,경상남도?남해군,남해군 6.25참전유공자 명예수당 인상 추진,=HYPERLINK("http://www.korea.go.kr/locgovNews/849422?&amp;pageIndex=6")
2016-07-21,경상남도?사천시,사천시 평생학습센터 기간제근로자 채용계획 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849542?&amp;pageIndex=5")
2016-07-21,경상남도?사천시,2016년 사회복지법인 신애원 2차 추경 예산 및 회의록 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849541?&amp;pageIndex=5")
2016-07-21,대구광역시?달서구,대구광역시달서구 부조리 신고보상금 지급에 관한조례 일부개정조례안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849602?&amp;pageIndex=1")
2016-07-21,대구광역시?달서구,대구광역시달서구 공직자윤리위원회 구성과 운영에 관한 조례 일부개정조례안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849600?&amp;pageIndex=2")
2016-07-21,대구광역시?달서구,대구광역시달서구 공익신고 보호 및 지원에 관한 조례 일부개정조례안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849599?&amp;pageIndex=2")
2016-07-21,대구광역시?달서구,2016년도 작은도서관 길위의 인문학 보조사업 공모,=HYPERLINK("http://www.korea.go.kr/locgovNews/849597?&amp;pageIndex=2")
2016-07-21,대구광역시?달서구,2016년도 독서골든벨 공모 보조사업 지원 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849596?&amp;pageIndex=2")
2016-07-21,대전광역시,대전시립미술관 프로젝트대전 2016 : 코스모스,=HYPERLINK("http://www.korea.go.kr/locgovNews/849614?&amp;pageIndex=1")
2016-07-21,대전광역시,민선6기 후반기 정무부시장에 이현주 변호사 내정,=HYPERLINK("http://www.korea.go.kr/locgovNews/849613?&amp;pageIndex=1")
2016-07-21,대전광역시,대전시 올해의 우수공사장에 표창패 수여,=HYPERLINK("http://www.korea.go.kr/locgovNews/849612?&amp;pageIndex=1")
2016-07-21,대전광역시,대전소방본부 방학기간 청소년 체험학습 프로그램 운영,=HYPERLINK("http://www.korea.go.kr/locgovNews/849611?&amp;pageIndex=1")
2016-07-21,대전광역시,시장에게 직접 전하는 ‘직소제안’ 참신한 아이디어 풍성,=HYPERLINK("http://www.korea.go.kr/locgovNews/849610?&amp;pageIndex=1")
2016-07-21,부산광역시?사상구,부산광역시 사상구세 기본조례 전부개정조례안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849367?&amp;pageIndex=8")
2016-07-21,부산광역시?사상구,부산광역시 사상구세 조례 전부개정안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849366?&amp;pageIndex=8")
2016-07-21,서울특별시?강동구,고덕천 에너지 테마존(가칭) 명칭공모,=HYPERLINK("http://www.korea.go.kr/locgovNews/849540?&amp;pageIndex=5")
2016-07-21,서울특별시?강서구,일반임기제(도시계획) 공무원 채용 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849543?&amp;pageIndex=5")
2016-07-21,서울특별시?광진구,담배소매업 폐업에 따른 담배소매인 지정신청 공고(미니스톱 중곡역점),=HYPERLINK("http://www.korea.go.kr/locgovNews/849548?&amp;pageIndex=4")
2016-07-21,서울특별시?양천구,「서울특별시 양천구 여성발전기금 설치 및 운용 조례 시행규칙」일부개정 규칙안 입...,=HYPERLINK("http://www.korea.go.kr/locgovNews/849421?&amp;pageIndex=6")
2016-07-21,서울특별시?양천구,「서울특별시 양천구 정신건강검진·상담지원에 관한 조례」제정안 입법예고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849420?&amp;pageIndex=6")
2016-07-21,서울특별시?양천구,도시계획시설(사회복지시설) 결정 및 지형도면 고시,=HYPERLINK("http://www.korea.go.kr/locgovNews/849419?&amp;pageIndex=7")
2016-07-21,울산광역시,자연의 법칙에 순응하는 건강한 먹거리 ‘태초 먹거리’,=HYPERLINK("http://www.korea.go.kr/locgovNews/849571?&amp;pageIndex=2")
2016-07-21,울산광역시,울산시 ‘건강도시 울산’ 어워드 공모,=HYPERLINK("http://www.korea.go.kr/locgovNews/849570?&amp;pageIndex=2")
2016-07-21,울산광역시,‘2016 울산 e-스포츠대회’개최,=HYPERLINK("http://www.korea.go.kr/locgovNews/849569?&amp;pageIndex=2")
2016-07-21,울산광역시,대곡박물관 ‘제57차 토요 어린이 체험학습’마련,=HYPERLINK("http://www.korea.go.kr/locgovNews/849568?&amp;pageIndex=3")
2016-07-21,울산광역시,정자바다에서 햄릿을 만나다!,=HYPERLINK("http://www.korea.go.kr/locgovNews/849567?&amp;pageIndex=3")
2016-07-21,인천광역시?남동구,만수6동 제17통장 모집 재공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849545?&amp;pageIndex=4")
2016-07-21,전라남도?나주시,나주시·한국농어촌공사와 혁신도시 교육여건 개선에 앞장,=HYPERLINK("http://www.korea.go.kr/locgovNews/849606?&amp;pageIndex=1")
2016-07-21,전라남도?신안군,LPG연료 사용제한 의무 위반에 따른 행정처분 사전통지 공시송달공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849533?&amp;pageIndex=6")
2016-07-21,전라남도?신안군,신안군 보건소 기간제근로자 채용 서류전형 합격자 및 면접시험일정 공고 공고,=HYPERLINK("http://www.korea.go.kr/locgovNews/849532?&amp;pageIndex=6")
2016-07-21,전라남도?영광군,2016 영광대교 현황,=HYPERLINK("http://www.korea.go.kr/locgovNews/849534?&amp;pageIndex=6")
2016-07-21,전라북도,전북을 도민 존엄성?공감의 인권도시로 만든다,=HYPERLINK("http://www.korea.go.kr/locgovNews/849403?&amp;pageIndex=7")
2016-07-21,전라북도,여름철 건강관리는 전북 농산물로 !!,=HYPERLINK("http://www.korea.go.kr/locgovNews/849402?&amp;pageIndex=7")
2016-07-21,전라북도,전북도 시군 재난정보(기상 재난 예경보 등) 통합 관리한다.,=HYPERLINK("http://www.korea.go.kr/locgovNews/849401?&amp;pageIndex=7")
